0.0435,0.723136364,0.233363636,0.256122727,0.162962963,0,1
0.017839378,0.868554404,0.113595855,0.217746632,1.261437908,1,0
0.057910112,0.755022472,0.187067416,0.207864045,0.585526316,1,0
0.042937198,0.80963285,0.147425121,0.211985024,1.408163265,1,0
0,0.79,0.21,0.432253571,0.186666667,0,1
0.060226164,0.711168514,0.226407982,0.350589579,4.849462366,1,0
0.024511364,0.865886364,0.109602273,0.153920455,0.615384615,1,0
0.049428,0.715494,0.235084,0.3338916,6.666666667,0,1
0.028125,0.825125,0.14675,0.3287375,0.120300752,0,1
0.014745763,0.94079661,0.044457627,0.044044068,0.641304348,0,1
0.046032258,0.793548387,0.160419355,0.227916129,0.28440367,0,1
0.074922078,0.773116883,0.151974026,0.134724675,0.93902439,1,0
0.05438,0.772412,0.173202,0.2519548,2.857142857,0,1
0.010039409,0.891068966,0.093965517,0.137534483,0.29,0,1
0.02716,0.84892,0.11192,0.2251166,0.665778961,1,0
0.065291139,0.76928481,0.165417722,0.157251266,0.180365297,1,0
0.038842105,0.851263158,0.109894737,0.209752632,0.027777778,1,0
0.0115,0.792305556,0.196166667,0.346566667,0.044609665,0,1
0.023832,0.860566,0.115594,0.226805,0.635324015,1,0
0.02628223,0.823034843,0.147188153,0.257089199,0.329506315,1,0
0.042844311,0.689790419,0.267353293,0.434483234,0.187429854,0,1
0.038036,0.782548,0.179406,0.3340038,1.113585746,0,1
0.013384279,0.95509607,0.031517467,0.023377074,0.73046252,0,1
0.064852,0.78254,0.152618,0.1560606,0.659630607,0,1
0.075367816,0.760132184,0.153028736,0.127765517,0.331428571,1,0
0.03798,0.805198,0.154828,0.1689478,0.363636364,0,1
